id,name,weight
1204,MenesesRudy,1
1205,TRUCKER4AMERICA,1
1206,annette61649,1
1207,PoliceChaplainM,1
1208,venturaryan,1
1209,Cowgirls4Trump,1
1210,SteveDietrich,1
1211,KimnanaT,1
1212,getfit1johnson1,1
1213,sharonhunton,1
1214,Lilo97423,2
1215,SylviaDreese,1
1216,wolv1000,1
1217,SheilaCostello6,1
1218,linwoodjharris,1
1219,ZillaDilla,1
1220,PBoehler,1
1221,BeccaKeating1,1
1222,mikemoran36,1
1223,York_Highwayman,1
1224,pundamaria,1
1225,VotingRed1,1
1226,oscarvpearson,1
1227,Marja82969697,1
1228,kbabilius777,1
1229,awareone31,1
1230,kiem1642,1
1231,Carol_Peaslee,1
1232,Aklers,2
1233,tikishields,1
1234,AdinaF2boys,1
1235,kh93291,2
1236,robertaflackfan,1
1237,Louiseravin,1
1238,sarahwlsh508,1
1239,TrussElise,1
1240,malik_zareena,1
1241,danubaud,1
1242,mamadresden1,1
1243,danielascintei1,1
1244,Barbforliberty,1
1245,RedRiverNews,1
1246,vk2hml,1
1247,Tinkywinky_Kek,1
1248,mdf3011,1
1249,FantzyPantzy,2
1250,godschild1966,7
1251,kgl69977,1
1252,Letstango133,1
1253,boghche,1
1254,Lordozz,1
1255,TrecaYLDS,1
1256,TodayNewsLife,1
1257,llyoung28,2
1258,kingfish888,1
1259,lizfromerma1,1
1260,RevRadioUSA,1
1261,yoshiezaki,1
1262,sabreaxe,1
1263,DebraTlyDuncan,1
1264,AlanDukeNews,1
1265,kickingfacts,1
1266,BecklowLee03,1
1267,AmericaTalks,1
1268,opalessense,1
1269,missk_oz,1
1270,JamesQ96848091,1
1271,Sharon59,1
1272,mythmanjay,1
1273,patrick_gallian,1
1274,bwm1977,1
1275,LawGro,1
1276,BarbroTveit,1
1277,cjsienna55,1
1278,brendawendtmay,1
1279,DOPE_BOI_KING,1
1280,BeachJunkie67,1
1281,wking420420,1
1282,BeckyMcClendon8,2
1283,easaywellz,1
1284,ReginaldDerrett,1
1285,johnemartin2992,1
1286,tfranco333,1
1287,smithk1936,1
1288,ernestlevans,1
1289,SkoolBoi900911,1
1290,Santiag51644479,1
1291,WhyS0Seri0us_,1
1292,GValues,1
1293,HERBERT21057750,1
1294,ConmieG,1
1295,EmilGoralewski,1
1296,MDWeathers2,1
1297,jlatriceoneal,1
1298,4VeronicaZ,1
1299,Jameswmson22262,1
1300,FrazerEf,1
1301,WayOut901,1
1302,chan310hotnews,1
1303,awakened432,1
1304,jeffreymcleod87,1
1305,IamDitoG,1
1306,Brigid1207,1
1307,snopes,2
1308,SuperBowl2018US,3
1309,chmodbot3,1
1310,Michael68167983,1
1311,mjyoung48,1
1312,DEE_3891,1
1313,msbetty314871,1
1314,telosa3,1
1315,BenEl_Amin,1
1316,jaymcflyyy,1
1317,thomasturner031,1
1318,besimdeb,1
1319,Hondaqueen31,1
1320,ojthe1,1
1321,CloudKatt,1
1322,BigDru,1
1323,teeljamesglenn,1
1324,TheodoreMetcal3,1
1325,PXPSecurityInve,1
1326,RAMSEYUNKNOWN,1
1327,render365,1
1328,AbundantLifeSp,1
1329,thebDCN,1
1330,goudbloem2,1
1331,911NoPlaner,1
1332,emunoz31,1
1333,mmuhammad19,1
1334,iwork24,1
1335,endcorrptninNgr,1
1336,kingtsamuels,1
1337,Rockb613,1
1338,Danarojas113,1
1339,KINGDSupastar,1
1340,michaelfard,1
1341,paccommdave,1
1342,djtheosf,1
1343,Botrax,1
1344,zmuzikpraDoocer,1
1345,chatcher2,1
1346,IsbellMission,1
1347,jmitutor,2
1348,stephencorbitt1,1
1349,SparrowMinded,1
1350,stlred05,1
1351,Naturalchic_89,1
1352,cptncavm69,1
1353,rene92839,1
1354,2001wayz,1
1355,Arkansascajun,1
1356,monawhodat,1
1357,iveygirl08,1
1358,DrCaseyAllen,1
1359,1981Fos,1
1360,fsawyer9gmailc1,1
1361,PeepGame732,1
1362,YoungSouth336,1
1363,1angel16865,1
1364,NewAtlantisHub,1
1365,Kim_Kersey,1
1366,OccuWorld,1
1367,Ascension_Guide,1
1368,disruptivesigna,1
1369,comgod1,1
1370,ChaseLaara,1
1371,gijacklin,1
1372,AdornME_,1
1373,mutahroxkat7a,1
1374,KikoPeres,1
1375,TerezOwens,1
1376,simplyslycc,1
1377,LilJayKiller,1
1378,DJiLLMajor,1
1379,Spacejam_ceo,1
1380,finnwithagrin,1
1381,ReadSherrie,1
1382,gratefuldoug,1
1383,CaroOlsen,1
1384,Javiertwins,1
1385,KristenRenton,1
1386,kaki58,2
1387,editorchandler,1
1388,kiwihaley,1
1389,Talib101,2
1390,Silver_Snakes,1
1391,whiteoutgotu,1
1392,cha0tic,1
1393,MiCROII,1
1394,picoferal,1
1395,_Saladinho_,1
1396,maryddrysdale,1
1397,bparrish,1
1398,EcoDivaNomi,1
1399,Markysparkly,1
1400,Lifeline_IM,1
1401,molsmum,1
1402,HeavenofDelight,1
1403,CapeCodLifeAler,1
1404,flambag,1
1405,Clark3Mel,1
1406,Twittles5,1
1407,Lastmangoinfla,1
1408,TKSitis,1
1409,tofugrrrl,1
1410,JudgeDredd76,1
1411,jvrosado_,1
1412,carlycreature,1
1413,furtneyb,1
1414,Elmessidi,1
1415,KershawTammy,1
1416,Namih948,1
1417,Oudajo,1
1418,daisylee234,1
1419,FrogsLeapPub,1
1420,itsmeafshin,1
1421,birzer,1
1422,danube_delta,1
1423,5280code,1
1424,Cyber_Jill,1
1425,RobertMostard,1
1426,FUNNAGAN,1
1427,PoppyOurRabbit,1
1428,CetaceanCousins,1
1429,LYNsaaanity,1
1430,DelWalker81,1
1431,TsangShuki,1
1432,darkflib,1
1433,MounsorChris,1
1434,romdia,1
1435,alvsdotter,1
1436,littleoceandrop,1
1437,ADINAmissathing,1
1438,gazzadorts,1
1439,KPizzlesTwizzle,1
1440,ingridsinclair,1
1441,RefuckaS,1
1442,Smartheat,1
1443,kareemgoodison,1
1444,peterc83,1
1445,vjb1975,1
1446,boucherhayes,1
1447,patrickclowry,1
1448,cathalkeogh,1
1449,kayswax,1
1450,LulzyNewz,3
1451,Rachelsmachel_,1
1452,HarlemWriter,1
1453,loudelolmo,1
1454,DPRamone,1
1455,MissMinagorri,1
1456,kayraynor,1
1457,skimmince82,1
1458,ConciergeSA,2
1459,ShinyGlow,1
1460,chefmikeellis,1
1461,Stroebech,1
1462,snowmufon,1
1463,TheColonial,1
1464,julieloopy,1
1465,GZeroConspiracy,1
1466,ellencetera,1
1467,adsumreclame,1
1468,VentiMochaLite,1
1469,DigitalNomadArt,1
1470,hodgeo,1
1471,GracieNunyabiz,1
1472,JWCRUM78,1
1473,LouroNYC,1
1474,jeremyraine,1
1475,jarednieters,1
1476,SGFuthey,1
1477,anyssab24,1
1478,sonia_divinaa,1
1479,vandman777,1
1480,Gordon_Baird,1
1481,werna_,1
1482,imajlabfilm,1
1483,kavdhorst,1
1484,AvidQuacky,1
1485,OzJazzter,1
1486,daviek28,1
1487,TrulyJuly,1
1488,ScottyJordan,1
1489,WalterMakaula,1
1490,RES911CUE,1
1491,Mizunaa,1
1492,0xBS0D,1
1493,samfarr,1
1494,IndyInOurTime,1
1495,suzyhut,1
1496,bentlightnvegas,1
1497,JoeySpex,1
1498,chonkn,1
1499,SSC_indy,1
1500,SteveGarrin,1
1501,angaleetweets,2
1502,NazTheLaz,1
1503,karajrennie,1
1504,DavefromHeysham,1
1505,snowwhiteriot,1
1506,oceanriverllc21,1
1507,cclewia,1
1508,jimfitzpatrick,1
1509,toothfairysa,1
1510,Jenwifonen,1
1511,MariaVasco,1
1512,walkerwebwealth,1
1513,byClaireNoble,1
1514,MedHatCyganik,1
1515,THEWATCHTOWERS,2
1516,iamshinonymous,1
1517,1wahoo,1
1518,Daz4bz,1
1519,info_pearl,1
1520,Baliantaksu,1
1521,erik_the_red,1
1522,aprilgaddis,1
1523,OpFl,1
1524,TexasUncensored,1
1525,JoAnnLefebvre,1
1526,spoilerdad,1
1527,franzanth,1
1528,PassifloraAve,1
1529,smitty1844,1
1530,spunjbob82,1
1531,DeadLeaFMoth,1
1532,MisterLassiter,1
1533,cindymetoo,1
1534,ElGingihy,1
1535,carriealvespics,1
1536,METALMASTERSINC,1
1537,BacchusTheChef,1
1538,NF_ZA,1
1539,SeanDLloyd,1
1540,NiallOK,1
1541,deedyi,1
1542,lightnessalways,1
1543,RutgerTermohlen,1
1544,ateagle13,1
1545,Bellybobcat,1
1546,MD_AAScotland,1
1547,nil_rc,1
1548,CalumBennie,1
1549,sergenyt,1
1550,smkreuzer,1
1551,bpav_,1
1552,Teddywklein,1
1553,generalmax3,1
1554,dan_hampson,1
1555,SamanthaJBelle,1
1556,jennsu1,2
1557,CassidyTowers,1
1558,Adam_13urton,1
1559,jamieharbor,1
1560,Pat120,1
1561,JoeTheCatSarnia,1
1562,nykeiko_com,1
1563,vinimon,1
1564,IttyFox6,1
1565,JoakimLindhout,1
1566,Ctek_Wales,1
1567,arniec66,1
1568,ipolisci,1
1569,WaterSolarWind,1
1570,girouxfilms,1
1571,therealninjabob,1
1572,lologray79,1
1573,Joanne13Harding,1
1574,endprism,1
1575,bonaevox,1
1576,YoShirleen,1
1577,pratap_bose,1
1578,InspirationArt,1
1579,IamDuckeye,1
1580,MissLaurina,1
1581,ziadjureidini,1
1582,powerpossum,1
1583,almcd67,1
1584,StarGirlE13,1
1585,FredrikAlmer,1
1586,kateejamieson,1
1587,macheaduk,1
1588,NPCAgency,1
1589,GeminiiBda,1
1590,Sargon1701,1
1591,SomePets,1
1592,OSHWANZ,1
1593,MsSandyE,1
1594,BillButcher666,1
1595,riddlebrick,1
1596,tinatienza,1
1597,bakuru_a,1
1598,LADYXSUEBEE,1
1599,LeeSchofield13,1
1600,chicniche,1
1601,Starryeyes80,1
1602,Kookaburra65,1
1603,JennyAkullian,1
1604,yellowsealchef,1
1605,isotakeru,2
1606,El_Cubas,1
1607,HeyJip,1
1608,davidvass63,1
1609,pelicanmemo,1
1610,praveenkv,1
1611,ScorpioWA,1
1612,homemadecomics,1
1613,cliveburcham,1
1614,MathersCecilia1,1
1615,gimonari,1
1616,DavidHochberg,1
1617,mystajones,1
1618,kabuki536,1
1619,celticlas,1
1620,gekkosecond,1
1621,JohnAlexander67,1
1622,geminiano61,1
1623,Mina_6888,1
1624,RellingC,1
1625,AngelsGateNZ,1
1626,H82e,1
1627,natmurua,1
1628,GeoffreyNimmo,1
1629,kohjimatinosaru,1
1630,KMagill7,1
1631,NikkiAshton71,1
1632,amyji,1
1633,missebba,1
1634,BarkyMalarkey1,1
1635,rosemarieraill,1
1636,PotBeni,1
1637,hugwildlife,1
1638,suetmei,1
1639,janetvaneeden,1
1640,Stirlingyoung,1
1641,nickamerry,2
1642,timbybee,1
1643,youranonfactz,1
1644,lauradaly,1
1645,takkycla,1
1646,kenchan117,1
1647,genadillon,1
1648,cogitasne,1
1649,Ki2KitsuneY,1
1650,undervillage,1
1651,planetprofit1,1
1652,BlackwoodDavis,1
1653,darfurdebbie,1
1654,matiasleidemer,1
1655,shropshirekat,1
1656,ScreminButerfly,1
1657,JoeMoreno,1
1658,genevieveflynn,1
1659,JTDH,1
1660,oboelady,1
1661,grouchyhugz,1
1662,butts6954,1
1663,LarryMyschools,1
1664,robin_sherrill,1
1665,TIST_Center,1
1666,Trinny61,1
1667,gd12knw,1
1668,3028976308,1
1669,Datgurlnetta,1
1670,MistyGjoni,1
1671,ButlerPANews,1
1672,PeveyKay,1
1673,ramgonzalez2,6
1674,milburn1952,2
1675,treasurecolecto,1
1676,r0bErT4u,1
1677,JohnWUSMC,1
1678,Katy1927,2
1679,CSNickel,1
1680,Technikladencom,1
1681,7kidchaos,1
1682,kenc2001,1
1683,jimbradyispapa,1
1684,Marche1Prima615,1
1685,Nancykollwarner,1
1686,gerardozunigaa,1
1687,nightofftv,1
1688,AlbertoPosse,1
1689,theofficialhood,1
1690,MrsS0S,1
1691,MyrnaMc,1
1692,AnnetteAshley19,1
1693,AnnetteAshley17,2
1694,aereoparkingMXP,1
1695,Deblovscats,1
1696,bcburrows271,1
1697,TinaPirlot,1
1698,poohtoo2,1
1699,TaylorDeella,1
1700,redheartaz,1
1701,clementsmichae2,1
1702,hollywood327,1
1703,RuneDrighten,1
1704,45thImpeached,1
1705,Just_Tjaye,1
1706,OccupyRadio3,2
1707,Sonee333Sonny,1
1708,shamrockroses,1
1709,artlynch,3
1710,frontroyalgirl,1
1711,Timmers128,1
1712,bullyingvictim,1
1713,SharisseC,1
1714,FraseJonco,1
1715,Ladeegem01,2
1716,mckait,1
1717,studioclub,1
1718,benzionjohannon,1
1719,Stefaniya,1
1720,Mia4Jah,1
1721,KathsKrafts,1
1722,mycncnews,1
1723,edwil,1
1724,burnaby1953,1
1725,gradie98,1
1726,ellen_aleshire,1
1727,liamatera,1
1728,LiberalGent,1
1729,WilliaRomona,1
1730,KeishawnaSmith,1
1731,Casserly_Rock,1
1732,elliefacio4,1
1733,DrSpockets,1
1734,RdcvolanoRoger,1
1735,victoriavj1,1
1736,kkeelingjohnson,1
1737,HarveyLawson1,10
1738,RhondaRClements,1
1739,jlicea,1
1740,Mlaj1591,1
1741,CanProveIt,1
1742,joann_shawn,1
1743,TuffyK,1
1744,patricica10,1
1745,Outwest123,1
1746,GypsySprite,1
1747,KurtBelcher,1
1748,MillsGarris,1
1749,Theresajoe122,1
1750,sscuderi92122,1
1751,DredScott13,1
1752,DanSkinnerArt,1
1753,NotSoFamous1,1
1754,yziesusi,1
1755,geofflogan48,1
1756,FloridaHaze420,2
1757,VirginiaSchwer1,1
1758,mpetersen18,1
1759,Arayablue52,1
1760,raywilton4,1
1761,SoTiredOfTrump,1
1762,ceburns2003,1
1763,NetworkofnewsUK,1
1764,flameater,1
1765,joyeta_e,1
1766,gabbilevy,1
1767,voxdotcom,1
1768,TheBFRoom,1
1769,SocialPowerOne1,1
1770,sdutIdeas,1
1771,BellEarline,1
1772,oneVoxdotcom,1
1773,AynRandsSSCheck,1
1774,PunchTrumpUS,1
1775,AllTheNewsIsNow,1
1776,TPFNewsNow,2
1777,tweets_ir,1
1778,The_News_DIVA,1
1779,lisatozzi,1
1780,pcon89,1
1781,CCCHRS,1
1782,EricBennett2_0,1
1783,mary_cregan,1
1784,frickjared,1
1785,Groovylicious,1
1786,rybanova171195,1
1787,BarusArus,1
1788,solusnan1,1
1789,CesarCME,1
1790,jilevin,1
1791,CynthiaMassonTE,1
1792,mms5048,1
1793,bdickersonjr,1
1794,DemfromTX,1
1795,twogiants,1
1796,Besomyka,1
1797,bettyp711,1
1798,jasheldo,1
1799,SethBouchelle,1
1800,bubbyscoffee,1
1801,dhellingkc,1
1802,OrAroundTen,1
1803,LancesKitten,1
1804,_co_li_bri,1
1805,majah2012,1
1806,donald_j_putin,1
1807,FairyTalesEtc,1
1808,gregbilsland,1
1809,Gander_News_f4,1
1810,Gander_News_e2,1
1811,MQbrew,1
1812,HisNameIsVanity,1
1813,Jeepnpeep,1
1814,Gao2301,1
1815,Ederlore,1
1816,willowreader,1
1817,halibutrodeo,1
1818,LRLolly,1
1819,marvellous997,2
1820,LydiasAninja,1
1821,AmbroseGier,1
1822,nikhilchhajar,1
1823,skyco_g,1
1824,corinneskennedy,1
1825,Politicsnsfw,1
1826,dougstrouth,1
1827,PhenomenalWrite,1
1828,shanacarp,1
1829,darrendcarroll,1
1830,AuntInAZ,1
1831,aserecuba,1
1832,arianelshell,1
1833,Conservatexian,1
1834,felorafael67,1
1835,GiovannidiM,1
1836,robertsmale,1
1837,environmentguru,2
1838,DanutaHinc,1
1839,Politics4Today,1
1840,BLKROCKET,1
1841,ClarityCJM,1
1842,sschoichet,1
1843,derblauweisse,1
1844,miriamtg,1
1845,Kellblog,1
1846,uk_worldnews,1
1847,wtimespolitics,1
1848,hamnurse,1
1849,dani_npe,1
1850,skipstomusic,1
1851,politiciandirec,2
1852,hsaustin2011,1
1853,TenzinShakya,1
1854,360CNN,1
1855,PeterXLee,1
1856,sufiraz,1
1857,bobmunoz,1
1858,ChrisBoese,1
1859,WTOP,1
1860,brontyman,1
1861,MsCypresse25,1
1862,KenKerr3B,1
1863,JanetAnneLogan,1
1864,SzparaLab,1
1865,TheOpinionista,1
1866,schmitz_bkmks,1
1867,MichaelTolbert,1
1868,RSNightwatch,1
1869,StuartSFarquhar,1
1870,HaitiNewsNet,1
1871,DebbieNester1,1
1872,devlyncorrigan,1
1873,zaibatsu,1
1874,Marenda,1
1875,Marali0,1
1876,jfg1125,1
1877,TiagoDF,1
1878,MarianaBat,1
1879,ugh__sigh,1
1880,KostasAntLavdas,1
1881,AkeylaMonea,1
1882,apsh,1
1883,katherinekleon,1
1884,btboops2,1
1885,Clrbrns,1
1886,realmrswatts,1
1887,ruthincondechi,1
1888,tsurubaso,1
1889,acxjones,1
1890,gligor1,1
1891,JusticeAtLastSF,1
1892,slushe13,1
1893,SusanSofiaSlate,1
1894,kiss1041fm,1
1895,1037ChuckFM,1
1896,TrumpinPalmBch,1
1897,WPXI,1
1898,ActionNewsJax,1
1899,B985FM,1
1900,AllThingsWSB,1
1901,971theriver,1
1902,JimHeathTV,1
1903,Kayes50,1
1904,YourGACountry,1
1905,magic1021,1
1906,CMGNationalNews,2
1907,cammosher,1
1908,gerardorm1958,1
1909,LauraTripp57,1
1910,ddale8,1
1911,suenoko,1
1912,harpy1us,1
1913,ahbrannon,1
1914,humanatek,1
1915,rphillips37,1
1916,CeoBowen,1
1917,pppatticake,1
1918,GetOffTheMeter,1
1919,BerntJohnson,1
1920,loosebowel,2
1921,abortion_news,1
1922,toshig2,1
1923,ANelson007,1
1924,Aulstrue,1
1925,Sportsworld716,1
1926,mikkidees,1
1927,CohuttaPhoto,1
1928,PAposter,1
1929,JensLyon,1
1930,jpavlovic801,1
1931,MichaelPrilla,1
1932,gorean4u,1
1933,JonnieBois,1
1934,Sheriproctor,1
1935,Grr_Galtovic,1
1936,Rg9G,1
1937,dreadgoddess,1
1938,mgolojuch,1
1939,AthopeMarie,2
1940,7HL,1
1941,hekanaho,1
1942,AllThingsTanya,1
1943,pauld4dog,1
1944,GodH8sWindbags,1
1945,DennisCalvinLof,1
1946,bobwonch,1
1947,javkie_jackie,1
1948,Womenissuesshow,1
1949,rashmeerl,1
1950,lf_aunt,1
1951,wandar1of5,1
1952,GenofMontreal,1
1953,KenyattaYamel,1
1954,Lyn_Michel,1
1955,marscrumbs,1
1956,DavidKGather,1
1957,OregonCoastNOW,1
1958,shaftythebc1,1
1959,mgck59,1
1960,juliacreinhart,1
1961,Feminismview,1
1962,SexRelatedTopic,1
1963,doodsterpdx,1
1964,laura_cereta,1
1965,Rachel_Gal,1
1966,mymom07,1
1967,jameskpowellii,1
1968,itsthewilsonway,2
1969,carl_mos,1
1970,DBDrummo99,1
1971,robynsg1,1
1972,mcelhina,2
1973,Kate1347,1
1974,don4488,1
1975,lipomelt,1
1976,Grumpa,1
1977,loridurant,1
1978,Majin__Masaya,1
1979,tuuret,1
1980,farmall6247,1
1981,Kenien,2
1982,amoore270,1
1983,easynan2,1
1984,briasativa,1
1985,SarahDragonGirl,1
1986,FloridaAtheist,1
1987,dizzydezzi2010,1
1988,aprifriends2014,1
1989,thaigranbo,1
1990,PhoenixHeart101,1
1991,venusyprime,1
1992,sonyaliloquy,2
1993,rabidinfection,1
1994,SHARONLSIMON,1
1995,Melinn2,1
1996,Dlady4Evah,1
1997,spidersVise,1
1998,yabberz,1
1999,killjoytrin,1
2000,DyannaWyndesong,1
2001,leighla13,1
2002,gwlarson2002,1
2003,coldplums,1
2004,GIRE_mx,1
2005,HadaGeorgina,1
2006,jamiajames2,1
2007,WatDoAllThseWrd,2
2008,Wildrider51,1
2009,conniejojo1,1
2010,rufuspolk,1
2011,KelliJaeBaeli,1
2012,wannabeelf,1
2013,mahilena,1
2014,Darlene_Edw,1
2015,Mvbennett26,1
2016,IntrepidWarrior,1
2017,jimmacpam,1
2018,Thor_2000,1
2019,RobHaynie1,1
2020,MONTYOG,1
2021,HouseOfKinnedy,1
2022,Kalolo1958,1
2023,nickthequick13,1
2024,Shortround68,1
2025,Esowteric,1
2026,AlbaLondubh,1
2027,nearlyfamous,1
2028,MPRODUCTIONJS,2
2029,Jay4anderson5,1
2030,Himalayacool,1
2031,ringsforfun,1
2032,skm1955,1
2033,65andalive,1
2034,eileen_bushell,1
2035,DianaMiller5,1
2036,MariaRosalie17,1
2037,BV2Cents,1
2038,cinnemon1132,1
2039,delta2768,1
2040,Ellisonx,1
2041,rayrayischillin,1
2042,PalmerPlanner,1
2043,Ringuette,1
2044,Medusa0029,1
2045,JHAThree,2
2046,MyCarma,1
2047,VHowardAuthor,1
2048,MB3252,1
2049,survivingearth,1
2050,Joseph_Santoro,1
2051,Cryptic_Vyper,1
2052,CTSLICK,1
2053,RobertoHiers,1
2054,saraturner19,1
2055,EmboldenU,1
2056,reggrant96,1
2057,novemberpuck,1
2058,rosygren66,1
2059,Jennhain,1
2060,SSaull,1
2061,RTfromIL,1
2062,snkscoyote,1
2063,azpat0,1
2064,BobbiBaker10,1
2065,sexandbowels,1
2066,ImwiththeBern,1
2067,JulysChild,1
2068,tulipjulip,1
2069,DaFarmFF,1
2070,DJMOJO2000,1
2071,Stormcloud72,1
2072,LacoeQuan,1
2073,AfrakinBeauty,1
2074,Vicki_in_Iowa,1
2075,mom_midwest,1
2076,RickEriksen1,1
2077,NDY_NZ,1
2078,josevila,1
2079,Dywrite,1
2080,IngeSeastone,1
2081,sheldonnylander,1
2082,AmericaResists,1
2083,jrex167,1
2084,ADiaz485,1
2085,Pinkychelle,1
2086,billkelly10,1
2087,hintongerry,1
2088,eenp718,1
2089,karartshocker,1
2090,Darthspoog,1
2091,GRodPaker,1
2092,SteveColemanJr,1
2093,capulina44,1
2094,ESRDguy,1
2095,Dallas4Bernie,1
2096,TheMataHari,1
2097,JambiGabel,1
2098,EyeCandyGallery,1
2099,BranhamRon,1
2100,Brigetta2,1
2101,LBCJR1,1
2102,wyobean,1
2103,DickyRoper54,1
2104,Dan_Gill22,1
2105,OUAMAD1,1
2106,animesh1977,1
2107,Terrell_Group,1
2108,FrancineClay,1
2109,ripple2012,1
2110,MelanieFoxcroft,1
2111,Mikew1767,1
2112,CarolMSimmons,1
2113,Sentinel_KS,1
2114,jackcashill,1
2115,kirwin58,1
2116,DanMorrow1125,3
2117,ToniFenner1,1
2118,Ijames2018,1
2119,wuzie,1
2120,Shawtypepelina,1
2121,donaldrecords,1
2122,TeamGreitens,1
2123,Dmiller67Dana,1
2124,Growin_up_in_WI,1
2125,KeithJFrederick,1
2126,dwwebb07,1
2127,tebressie,1
2128,PDvis1,1
2129,AbigaelKCTV5,1
2130,nolawoodkc,1
2131,UpwithTrump2020,1
2132,waynthev,1
2133,RealNewsCCN,1
2134,LDEckert,1
2135,ilovekommodors,1
2136,CarlBud1,2
2137,cheryl_arledge,1
2138,mfarbstein,1
2139,nuuzfeed,1
2140,jwaxsom,1
2141,gqforbes4,1
2142,DeploReport,1
2143,carabeni,1
2144,JoeFreedomLove,1
2145,PatriotMomNDJ,1
2146,EdBigCon,1
2147,HouseCracka,1
2148,mwenger1993,1
2149,Emmita17E,1
2150,AmericanGrit365,1
2151,VSprus4trump,1
2152,VNLP2,2
2153,baileyjer,1
2154,michaelkeyes,1
2155,WendyYRN,1
2156,evansnewsreport,1
2157,19JB60,1
2158,kfowlerhunt,1
2159,SwamyVisiri,1
2160,News24hoursday,1
2161,Sticknstones4,1
2162,bigbill_ontw,1
2163,Marcia4MoVal,1
2164,UsaggUsa,1
2165,pizzatoolsx0,1
2166,BurkeLynne,1
2167,Jim_Peoples_,2
2168,follownews_com,1
2169,Americanwoman00,1
2170,LloydMack16,1
2171,VoteOrlyTaitz,1
2172,_Proud_American,1
2173,drdrjojo,1
2174,hopfcsp,1
2175,gal_deplorable,1
2176,VArdisM,1
2177,sisterjolene,1
2178,Beatlebaby64,1
2179,CriticWatchno1,1
2180,TamiStLouis,1
2181,Always_Z_1969,1
2182,Derrick97914925,1
2183,1WeAreSoldiers1,1
2184,kcdecoy55,1
2185,SchadeTom,1
2186,KensShop1,1
2187,JonathanEubank1,1
2188,NonaTgbtg316,1
2189,DavesData,1
2190,Buttlerfly01,1
2191,markham_lynne,1
2192,clydecrusilla,1
2193,ABorealis77,1
2194,JohnRLottJr,1
2195,JulianneShinto,1
2196,BerryTaft1,1
2197,AndyBuhr,1
2198,omnicostal,1
2199,tkinder,1
2200,NancyJKoch,1
2201,leeleemunster,1
2202,RightSassy,1
2203,SuperDriver318,1
2204,CindyHickerson9,1
2205,CoMissourian,1
2206,yidwithlid,10
2207,kabalissima,1
2208,davidjones720,1
2209,LepineLynne,1
2210,meanymom54,1
2211,drWilda,1
2212,JimmyCoyoteLoco,1
2213,ProofBlog,1
2214,richardbessmer,1
2215,nightingalern,2
2216,bab_tinkerbell,1
2217,pwrfulwomantoo,1
2218,CunningVet,1
2219,pulpark,2
2220,dartgunintel,1
2221,Weezie130,1
2222,ecollagecom,1
2223,dreychee,1
2224,Bren_4Life,1
2225,CameraniCabrera,1
2226,1MedicMom,1
2227,dadramsey,1
2228,WhittyPics,1
2229,1ghostrider65,1
2230,royparrish,1
2231,goldjet2005,2
2232,TimBenefield,1
2233,Pam308,1
2234,_EdBrown,1
2235,Barbara_NC,1
2236,DragonPatriot,1
2237,cosmogenesis777,1
2238,KiwiKlaxon,1
2239,SashGirlVegas,1
2240,DattaSudarshan,1
2241,LouisAMDG,1
2242,Thankful2God1st,1
2243,E1Towing,1
2244,Miligor25,1
2245,GreenThumbGirls,1
2246,MJoemal19,1
2247,soreneklof,1
2248,WolTj,1
2249,EinoLaakso,1
2250,Aries7456,1
2251,Oliver_Barckhan,1
2252,hughnemets,1
2253,kinganor,1
2254,Chaylona,1
2255,b4651_bays,1
2256,anuna109,1
2257,drivn2xl,1
2258,MrProphecyWatch,2
2259,dotdot777,1
2260,BizCoachGeorge,1
2261,shirleycolleen,2
2262,Dreamer2661,1
2263,gomissionseu,1
2264,jamesvon3,1
2265,jimlanglois,1
2266,Nachumlist,1
2267,RobbyRandall777,1
2268,DCMoJo,1
2269,MarkALamprecht,1
2270,EastGateShut,1
2271,arjankaragjozi,1
2272,saYHWH,1
2273,PoppiD,1
2274,BibleGirl2,1
2275,THELIGHTOFKINGZ,1
2276,PPSIMMONS,1
2277,q4061,1
2278,bladechangein,2
2279,Dance4HimJojo,1
2280,dylancrews,1
2281,100ProofGoGo,1
2282,Untaintedscript,1
2283,Larry_CliffrdSr,1
2284,johnnyreb1864,1
2285,BenisonYu,1
2286,jhnsnkj007,1
2287,TXMomlaughs,1
2288,geraldejones,1
2289,JacobGlasnovich,1
2290,Goldilocks19,1
2291,daryllawson,1
2292,eswan2,1
2293,Breaking_NewsCA,1
2294,youngblaze2668,1
2295,NewsAlternative,1
2296,MyPupDaisy,1
2297,MRBLUEANDRED,1
2298,JsueApg,1
2299,BWSchank,1
2300,OverflowatMAG,1
2301,ShalomElohim7,1
2302,billoconnell13,1
2303,omegafrequency,1
2304,ZczZzcz,1
2305,NancyLankford1,1
2306,IAMisatthedoors,1
2307,Mid20thRetroGuy,1
2308,ljbost,1
2309,normanrayburn,4
2310,reincarpio,2
2311,drsadoun,1
2312,clarkfuji,1
2313,ezekielswheel4u,1
2314,AntiNWOParty,2
2315,starwalker2012,1
2316,creatureonarock,1
2317,DanielPCook1,1
2318,vikingfan2003,1
2319,RevCarter1050,1
2320,73degrees,1
2321,cinadabrescia,1
2322,DouglasDMay,1
2323,Lpr1944W,1
2324,YPKhareeLedet,2
2325,Ronda_Holly,1
2326,NikolayGoussev,1
2327,Min_Reyes,1
2328,jakegw,1
2329,ru4peace2,1
2330,MonaHol,1
